document_no,dominant_topic,topic_perc_contrib,keywords,text
1723,0,0.5542,"level, way, feel, mission, map, time, make, kill, blood, target",Enter a world of DRM.
1724,4,0.7348,"release, mission, buy, full, wait, content, episode, pay, money, go","I really enjoy this game. I've been a Hitman fan since I played Blood Money on the Xbox 360 and since then I've purchased the HD pack, Absolution, and now this game. This is definitely a good Hitman game. However, when I play it I feel like an addict. Part of me knows I shouldn't have paid for this game, but as a Hitman fan I couldn't resist. The changing of this game to episodic release, the always online requirements, the lies that IO told us (didn't release promised Elusive Targets for months, now there is a bonus episode episodic buyers can't purchase), etc. is a lot of what is wrong with the industry. I've already paid for the full experience and enjoyed it, but I can't in good conscience recommend this game to others unless they go in knowing how shady IO has been"
1725,0,0.7766,"level, way, feel, mission, map, time, make, kill, blood, target","Well , it was ok, i didn't play it much, beat a couple missions, i think there needs to be some more thought put into some kinda ui for when its ok to pull off certain things/actions without being caught, not like pulling people into a bathroom and endlessly killing them/ko'n them an stealing their cloths and everything is cool.. there are plenty of things going on and mechanics that i think the player for the most part never gets to experience because of the lack of introduction to using those methods.... if you're a die hard hitman fan get it, you'll probably love it, but if you're looking for a fps or assassination type game keep looking and if you find something worth playing please let me know...."
1726,2,0.4386,"online, server, always, save, connection, offline, mode, lose, connect, need","Apparently if you buy as an episodic game, they intentionally LOCK you out of a lot of content. They do NOT tell you this either. If you buy the Intro, then Italy and Morroco separately, you can NOT buy the upgrade pack, so you get locked out of the bonus missions, including the Elusive bonus missions even if you are willing to pay the full price of the upgrade pack or even the full game outright after the fact. Utter rubbish. If the game had excellent reviews originally, I wouldn't have resorted to the episodic format. Also, another punishment to episodic players is they set arbitrary, real-world deadlines for ALL Elusive contracts. Meaning if you aren't playing from day one, you'll never get a chance to tackle them. It should be set from the point you download the game parts, and not real-world deadlines from months past. Great way to alienate fans you jerks. As if the horrid load times, CONSTANT server drops (oh yeah, always online for single player, wtg) that kick you out of the planning area and back to main menu or drop you from the mission as there is a 50/50 chance it won't let you ""retry"" the online connection, challenges NOT get recorded, forcing a redo and crossing fingers it'll accept and update, etc. And now they forced a 4gb update for content I can't even access? Who the hell is running this game into the ground? JERKS"
1727,4,0.6643,"release, mission, buy, full, wait, content, episode, pay, money, go","The Game is filled to the Brim with Bugs. The Developers don't care about it, and PC Support sucks harder than Christy Mack.
Maybe once this Episodic BS is over, and it get's released as a Full Pack, it'll be better. But buying the Full Experience now is a waste of Money and Time, since it's basically still a Beta Game."
1728,2,0.6684,"online, server, always, save, connection, offline, mode, lose, connect, need","Servers went down for maintenance while I was one and a half hours into a mission, why the F$#@ do I get kicked from my single player game?

Edit- I wasn't saying I lost my progress just that it's stupid design to kick someone from a single player game for server maintenance"
1729,2,0.4435,"online, server, always, save, connection, offline, mode, lose, connect, need",I am unable to play because the game can't connect to the server due to server maintenance. This is riddiculus and seem to completely ignore the fact I bought the game legally and would like to play my game anytime I wish.
1730,4,0.7853,"release, mission, buy, full, wait, content, episode, pay, money, go",People who bought this game by single episodes are getting the middle finger by IOI by not letting them know beforehand what they'd be missing if they didn't buy the full experience or the upgrade.
1731,4,0.7868,"release, mission, buy, full, wait, content, episode, pay, money, go","They originally said buying the episodes individually would not hinder your gameplay, but tomorrow they are releasing content I will not have access to because I bought it episodically."
1732,4,0.7465,"release, mission, buy, full, wait, content, episode, pay, money, go","Im gonna keep this short, wait until the whole game is released."
1733,4,0.6298,"release, mission, buy, full, wait, content, episode, pay, money, go","I really like the game, how you can kill your tarket in various ways, also how you can plan which weapons you're gonna use. People are writing a thousand comments on how the game disconnect and their saves are lost, but this haven't happened to me. +1 in my notebook. The only downside of this game is that the game is episodic, which i find seriusly annoying because if payed 50 EURO to play a game which is kinda not even done. (I really think that is a big downside)
When i pay so much money for a game, i expect to play its fully story, and not wait months for the next episode to come.
I recommend people to wait and buy the game when its fully released. Otherwise i really like the grafics and the story so far.
- Lack of game content, when the game is so expensive.
+ Grafics
I would recommend the game for people if the game was fully released, and might do another review when its fully game content is out. But for now, i would say no."
1734,0,0.4574,"level, way, feel, mission, map, time, make, kill, blood, target",It's ok but probably the most frustrating Hitman game of them all.
1735,1,0.4897,"even, fix, setting, performance, issue, fps, work, pc, beta, low",Stay away if your on a PC. Doesn't port at all well. Looks great visually playing it is another story. Rebinding keys is a joke will not let you rebind keys if they are bound to something else. (really dumb should just clear the binding) Camera constantly turned even when mouse was at rest. None of the binded keys would actually work (could even drag the one body I managed to knock out.) Basically unplayable.
1736,4,0.7284,"release, mission, buy, full, wait, content, episode, pay, money, go","Episonage release is stupid and a pain in the ass, who wants to wait for each freaking episode just to finish a single player game?? DO NOT BUY THIS GAME ,lucky i got this free from amd, its a great game but its not out completely with just 3 level so far, my goodness , who's stupid idea was it to release an unfinished game !avoid for now wait for full release and buy it at steam sales!"
1737,4,0.7021,"release, mission, buy, full, wait, content, episode, pay, money, go","I've played every hitman, loved the series, even tried to enjoy absolution; but THIS? these episodic releases are fine, but failing to actually release them on time when people pay for the full series is a JOKE.
screw you square enix."
1738,0,0.5888,"level, way, feel, mission, map, time, make, kill, blood, target","The episodic element of this Hitman installment has killed any love I had for it.

I have played Hitman since game one. I played each title over and over. Stealth. Straight out bullet ballet. I loved the series.

At a glance, this one looks like another wonderful hit. Glossy. Classy. Full of sophistication and intrigue. 

But the episodic chop. It just feels unfinished. 

I bought the entire game, pre order. 

I have barely touched it. There is just no content. I miss the thrill of unlocking all of the levels so I can go back and play each after I completed the game. I just can't get myself to move forward through an unfinished story. An unfinished game. The Age of Netflix has spoiled an old man like myself. I hated waiting for each new episode of my favorite series. Watching an entire season - Daredevil, etc - in one sitting. So much nicer. The storytelling is tighter. The characters feel more real. 

This game is just not done yet.

I will play it when it completes. I just can't do it right now."
1739,4,0.8272,"release, mission, buy, full, wait, content, episode, pay, money, go","This game is fun as a whole. However there are too few content to play. They cannot even release 1 episode every 30 days. I bought this game when they first release, and there are only 3 episode to play until now (except the demo like traning). Remember we paid full money for the full version, and they claim that they will release all other episode before summer.
Somehow I feel like I am lending money to the game company.
I will think twice before buying other game from that company."
1740,2,0.421,"online, server, always, save, connection, offline, mode, lose, connect, need","At this point in time I am giving this game a 1/10.

Don't get me wrong, it is a good game. Well thought out, story driven and great level design. But it has one major flaw that is a deal breaker. All the achivements have been unlocked. I havent completed hardley any and they unlocked at an update in late June shortly after I bought the game. Due to this, the game is unplayable as I am unable to track my progress. I have lodged a complaint to the devs... No reply.

I have paid $60 for this game and I am forced to play it online. It is due to this feature that the achievemnts were unlocked and they are unable as of yet to fix it. Do not buy this game until they fix it or all you will have is a game that is already completed."
1741,4,0.7294,"release, mission, buy, full, wait, content, episode, pay, money, go","Wait for all the episodes to be released, then it'd probably be worth it."
1742,4,0.7419,"release, mission, buy, full, wait, content, episode, pay, money, go","This must be the biggest piece of shit ever made. First games started to come out as Betas, then Alphas and now they don´t even bother to make maps for them. Took like around hour to play the original versio through and now after 3 months they have got 2 new maps out. Has to be the biggest disapointment in my gaming history. There has been really bad games, but this is just sad."
1743,4,0.647,"release, mission, buy, full, wait, content, episode, pay, money, go","I like the old/new serious tone of the game so far, it catches the old feeling of Contracts/Blood Money...but I really want to see some more basic gameplay features from the old games.
Been playing Hitman since ""Codename 47"" and really loved Blood Money and Contracts, besides the classic first one of course. I hope the developers use the episodic release model to fine-tune the game too...add more (basic) features, like human shields, maybe the notority system and so on. The Elusive Targets are a good (new) addition to the game...let's see how long they support them after the actual full release though. The DRM sends its regards too!

Gonna update this review from time to time; the game's currently on Episode 3, right after the ""Summer Bonus Episode"" was released.

And this is where it gets the thumb down...for now. I decided to buy the episodes one by one, so I'm actually paying more in the end.
But, thanks to Io-Interactive's genius episodic business model I can't enjoy the mentioned Bonus Episode, because they reserve this for people who actually bought the game at full price right away or the ""Upgrade Pack"". If I would get a FAIR discount for already invested money to upgrade it fairly, I could think about getting the ""rest of the game"", wich is ironically not released yet. Thanks for the big ""fuck you"" to the community and fans!"
1744,0,0.5733,"level, way, feel, mission, map, time, make, kill, blood, target","welp... it says im online...but there is no menu UI..which means either it booted me offline or the game servers themselves are offline. wow really. fuck me.... so what i can say about this game is. 
Pros: 
-a good stealth game/ even the slightest errors will fuck you up 
-graphics are nice even though it isnt optimized properly 
-cinematics are good  
Cons: 
-no way to fight head on like in absolution (not a totally bad thing, but for me i kinda like to be brash and reckless) 
-THEFUCKINGONLINEEVERYFUCKINGSECOND jesus this just make this game utter trash 
-some bugs and errors 
-story isnt really great, its very short and doesnt really have anyone enticing, just kill this guy then kill this guy o conspiracy? ok kill him. done 
-it isnt linear like absolution its more open world...but it kinda loses its touch after playing the same map over and over again 
-not enough fucking maps, i swear some are just reskinned. 
-not optimized, fps drops , tears even with v sync on  
Conclusion: if you liked blood money and a die hard fan GO AHEAD BUY THIS GAME ITS WORTH IT 
if u like a little assassins creed/absolution/more brash actions this isnt really for you, took me awhile to get my head into a sneaky perfectionist. but once u hit that WOW does it feel amazing. 
but due to the always online,the bugs,the optimization. i would give this game...like... 7.8 / 10. 
nothing to do with water...
"
1745,4,0.4717,"release, mission, buy, full, wait, content, episode, pay, money, go","Always online DRM, crashes, pay to play every episode besides 3 basic training ""missions"", no thanks"
1746,4,0.6446,"release, mission, buy, full, wait, content, episode, pay, money, go",People who like to play the same map over and over may enjoy this game. I don't so gametime was less than 4 hours for the first 2 epsiodes.
1747,3,0.3551,"run, crash, freeze, title, update, minute, driver, launch, stage, load",This is the Cheapest versiona of HitMan.  It is Repetitious.  There are 4 areas of operation.  You get to play the same scenes over and over again. (BORING).  There is a new challenge each time. but the same Scene over and over.   Dev had no imagination at all or decided to go rhe cheap route....  PRICE WAY TOO HIGH for this game.  There are a few goo things about game however Negatives out weigh the Positives.
1748,0,0.6378,"level, way, feel, mission, map, time, make, kill, blood, target","> Silent assassin
> Goes in and shoots everyone and the target
> Walks out scot free.

Um, k."
1749,1,0.3403,"even, fix, setting, performance, issue, fps, work, pc, beta, low","horrible optimisation, dropping from 60-100 frames randomly to 30-40 in multiple places even with settings turned down and cpu/gpu not close to full load. What a joke. Other than that the game itself is good except for the requirements to be online for offline missions, which doesnt bother me personally though. I would recommend this if it wasnt such a mess performance-wise.

EDIT: encountered a bug where you get compromised although nobody sees you, always happens and makes it impossible to finish the mission in marocco with a decent score on those savegames cause the target isnt moving between places anymore. I replayed the mission to not get noticed and not kill non-targets and all the time is wasted cause its bugged.

This game feels like its still in beta and should not be sold."
1750,0,0.3863,"level, way, feel, mission, map, time, make, kill, blood, target","This game has a ton of potental. Its a lot of fun to play, however, there are big issues that need to be fixed:

Bugs: Expect for your game to freeze atleast once during a mission. 

Audio: The audio is completely screwed up. Sometimes voices will just vanish. Most of the time when characters are talking, it sounds like they are speaking through a horrible microphone system. This should be an easy fix and I am sad to see the developers were fine with publishing the game like this. 

Settings: baseline settings system; similar to a game from the early 90s. Basically no customazation options besides graphics. How about a setting for type of speaker system? (headphones, 2.1, 5.1, etc.) 

I would not reccomend this game until the developers do a full rehaul on this game and fix these huge issues."
1751,4,0.442,"release, mission, buy, full, wait, content, episode, pay, money, go",what a joke lol
1752,2,0.4286,"online, server, always, save, connection, offline, mode, lose, connect, need",Disconnects in Singleplayer? Yeah.... No...
1753,0,0.4527,"level, way, feel, mission, map, time, make, kill, blood, target","The mechanics are present--grand in scale, well implemented. 

The visuals are there, a joy at 4k, another success for the series.

The dialogue element of the audio is where the game takes a turn toward the inexplicably sub-par.  There is 47, there is Diana and then there is  NPR host does video game dialogue.  I could appreciate english being the spoken language at a multi-cultural fashion show in Paris .  I could even reason that Sapienza had a high population of American expats who had taken residence and were now working the shops during the peak of the anglo-tourist season and that many were chosing to speak in there best mock-Euro accent while visiting.  Now we have Marrakesh, apparently a new American stronghold in Morocco, populated by Paris and Sapienza expats and to top it off the Swedish Embassy got in on the action as well. The coincidence of running into the same voice actor doing a sub-par impressions across a multitude of roles makes it feel like I am still in the training missions.  What's more, when I feel the need to quit playing a game because the language borders on cultural mockery, it makes me start to look at the whole package in a different light and in the case of Marrakesh--the level design starts to break down.  As a USA locale remains on the list, I expect to hear these same grating voices at least one more time--but if they show up in Thailand or Japan, I may be playing in total silence and for a game that chooses to release serially as opposed to a complete package--with a month or more between these levels, err...episodes--I consider such poor dialogue execution a genuine faux pas.

Additionally, the online vs. offline single-player argument is valid as well and smells of a yet unreleased micro-transaction market (elusives anyone?) that is as behind schedule as the Companion App.

There is fun to be had here but I'd wait until the full package is actually complete and discounted if I had it to do over again or choose the episodic thing and skip Marrakesh altogether--at least until they make a few things right.

I will revisit this review once a further game installment has rendered my point unecessary."
1754,0,0.6241,"level, way, feel, mission, map, time, make, kill, blood, target","I want to like this game so much, I really do, but it's just a constant disappointment. The game play is seriously lacking in terms of realism. The AI is pretty pathetic as far as modern games go and at times insanely frustrating. The control scheme is pretty poor -- inconstencies like (x) to pacify except if you have the pistol equiped makes for easy mission failures. Mission planning could be one of the best parts of the game, but instead it's just limiting and completely unrealistic -- why do I have to find a screwdriver within the level? 47 can't afford the $4.99 at the hardware store? Overall the available gear sucks. No breifcase sniper riffle -- lame. Probably the worst part of this game is that it's basically like every other Hitman game, but better graphics -- there's been almost zero innovations brought to this game. Compare it to something like Metal Gear Solid V and this game is just pathetic. Again, I really want to like this game, but it just sucks."
1755,1,0.4219,"even, fix, setting, performance, issue, fps, work, pc, beta, low","runs like dogturd on a 6700k with a gtx980, when i first got the game it ran fine for about 3 hours after that it went to shit for no fucking reason what so ever no updated drivers or in game settings, did all the things forums told me to do for correcting the horrible fps, using dx11 instead of 12, lowering settings, running as adminestrator etc etc and nothing has fixed the problem!"
1756,0,0.8505,"level, way, feel, mission, map, time, make, kill, blood, target","Interesting game. But not for everyone. Being able to find different ways of eliminating target seems interesting, but doing it at very similar locations gets boring quite quickly
"
1757,0,0.375,"level, way, feel, mission, map, time, make, kill, blood, target","always online for single player is ridiculous....

voices are terrible. for example, there is an italian brother and sister in one part but one has an american accent and the other a british accent. the extras on every map have the same voices and accents (american and english) and it seems sad that a top teir game that put so much emphasis on atmosphere skipped such an obvious thing.

i have had 8 crashes and one kick out of single player play over my internet connection stuttering in the first 6 hours i have played. iat the time of this writing i have around 700 games and haven't has issues with crashing like this on any of them.

the game has potential but the whole drm reminds me of how EA killed ""spore"" with crap drm, releasing this in episodes makes it so much worse they skimp on voices it really is distracting (to me, at least and i usually don't nitpick much about things like npcs. the stability issues u am experiencing may just be something with my system but like i said, i have even played the notorious WB games without any major issues."
1758,4,0.6742,"release, mission, buy, full, wait, content, episode, pay, money, go","I originally said this game was good on the grounds that it was a nice improvement over Absolution and that it was only hindered by the game's DRM, but that's no longer the case.

Personally, I'm not the kind of person to buy a whole season of an episodic game series before every episode is already out, given that I'm not guaranteed that a.) an episode will be a worthwhile purchase and b.) that a certain episode will ever be made at all. However, IO has made the astoundingly discriminating and condescending choice of making the newest episode only avaiable for people who bought the whole series for the time being. This is an awful business practice that is anti-consumer, and it has destroyed the hope that I originally had for this game. It's a fun game, but if the people behind it don't want my money, then so be it."
1759,4,0.7322,"release, mission, buy, full, wait, content, episode, pay, money, go","what ever happen to me buying the full version and getting a level every month? now yall arnt even doing that, stupid game, dont buy it"
1760,0,0.4538,"level, way, feel, mission, map, time, make, kill, blood, target","I have been a huge fan of Hitman series.I had huge hopes for this game too but sadly,it wasnt what i expected. I won't write too long.I will summarise the pros and cons for you guys.

Pros ;
+ Great graphics
+ Great gameplay
+ Replayability 
+ Nice story (so far)
+ Enourmous maps with different kind of opportunities
+ Excellent enviroment
+ Good optimization so far ( Gtx 980 Ti )

Cons;

- No DirectX 12 support ( Developers promised and they made an option for it,but it constantly crashes when you play it in dx12)
- WAITING 2 FREAKIN MONTHS FOR AN EPISODE (I mean come on devs,wtf)

Even though pros are much more than cons,i would not recommend it in this state.Waiting for new episodes are exhausting and killing my hype about playing hitman. I hope this would be helpful for you guys
"
1761,4,0.5716,"release, mission, buy, full, wait, content, episode, pay, money, go","Too much waiting time for the episodes, its 1 fucking map i shouldnt have to wait almost 2 months to play between the maps.......

Hope every game company will learn from this"
1762,1,0.3402,"even, fix, setting, performance, issue, fps, work, pc, beta, low","Dont buy this piece of shit always online game... servers are down all the time, its full of fucking bugs, and IO doesnt even bother to fix them.."
1763,4,0.7037,"release, mission, buy, full, wait, content, episode, pay, money, go","I remeber the days when if you didn't have your game finished you wouldn't release it... well I guess those days are gone now. Good thing the missions that are there are pretty fun. If you have extra cash then pick it up, but I am downvoting because I don't support this form of development and/or business model."
1764,1,0.4286,"even, fix, setting, performance, issue, fps, work, pc, beta, low",horrible
1765,0,0.4431,"level, way, feel, mission, map, time, make, kill, blood, target","Once upon a time it was a positive review. I played Hitman and I really enjoyed it, but soon the missions ran out and I started the ""Elusive targets"", and it also became fun when..,

All my challenges suddenly unlocked.
Even the challenges from the future with Elusive targets yet to come.

And Agent 47, after successfully coming back from the future, brought a bunch of unreleased items like explosive phones, poisoned chewing gum, and even a Vampire Magician costume (which can be brought to Morocco or Sapienza). 
If I played a single player game, I would just load earlier save games, but... wait a minute...

This game has no saves! 
Everything is stored in the cloud, and I cannot send the challenges and items back to future where they came from.

And moreover, I hate this poisoned chewing gum. It is so OP that you don't need to do anything except throwing it around. The target will find it and successfully kill him\herself.

10\10 best chewing gum throwing simulator."
1766,4,0.3718,"release, mission, buy, full, wait, content, episode, pay, money, go",the Internet at my new house is crap..... so i can no longer play a solo campaign. fuck you Io-Interactive.
1767,0,0.446,"level, way, feel, mission, map, time, make, kill, blood, target","First off I would like to say that I am a huge Hitman fan. I have played pretty much all of them, though I have not beaten them all. Even though I think this will be my favorite Hitman in the series, I wanted to write this review to warn off potential buyers at this time. This game is VERY buggy at the moment. Though there have been a few bugs with gameplay itself, my biggest issue comes with the progression mechanics. To unlock some of the better weapons and items you have to rank up. To rank up, you have to gain xp and the easiest way to do that is through completing challenges. Unfortuneatly all challenges for me have been auto unlocked, some might say this is a good thing, but to make matters worse I received no XP for completing the challenges. Its not just me, plently of others are having the same issue and IO has not responded from what I've seen. I want to be clear that I really like the game, I just dont think its worth playing at the moment with these bugs. I would have held off on the purchase if I read a review stating this. Hopefully they fix the problems quickly."
1768,1,0.3307,"even, fix, setting, performance, issue, fps, work, pc, beta, low","the game itself was fun but the online thing is terrible, hope they would patch this soon..
oh and the graphics wasn't that good comparing to its heavy system requirements
so far it is still HITMAN"
1769,4,0.5019,"release, mission, buy, full, wait, content, episode, pay, money, go","Bringing back the old Hitman vibes, but is a ripoff, paying for each episode and always needs to be online? WTF?"
1770,0,0.4052,"level, way, feel, mission, map, time, make, kill, blood, target","Online-only DRM (wtf?) aside... this game just fell flat. It looks nice graphically (not great, not bad) but just about everything else is average. And average would be ok if the gunplay and movement weren't so absolutely horrible. It was so intolerable that I just uninstalled after a couple hours. 

Your character feels like a wooden plank with legs. There's no fluidity in the character's movement; definitely doesn't feel like a well trained assassin. Transitioning between states either feels unnaturally abrupt or takes way too long.

Blood Money was a masterpiece IMO. This game is nowhere near it. If you're a huge fan of the franchise and MUST try it out... just buy the intro pack first."
1771,2,0.5606,"online, server, always, save, connection, offline, mode, lose, connect, need","One elephant in the room ruins this game. Online DRM that restricts access to 'essential' components of a game after paying $60 dollars for it, like basic player progression and unlockables that a sane singleplayer game would let you keep OFFLINE in a SINGEPLAYER game! The same DRM that kicks you out of a singleplayer game because you lose connection for 10 seconds. Logic / 10 is non-existent. It is disappointing to see Hitman resort to such archaic ways to stop piracy... cough cough.. I mean create a living experience in a game. My frusterations come purely from this rubbish we've been passed as a well delivered game. The episodic releases isn't even an issue, the graphics are wonderful, the gameplay is even better; a true 2016 hitman successor was actually delivered. 

What ruins it is a SINGLEPLAYER game kicks me out of my own game for losing internet connection and during the time I've explored the Paris level; I've been kicked 20 times in an hour. This utter bull**** cannot be the standard for future games. This isn't an MMO, it's a singeplayer game with online stat progression. I would take EA prelaunch DLC's as a blessing compared to how Hitman has been delivered to its loyal gaming community. 

Dear Devs and Publishers of Hitman, you're a disappointment. No matter how seeminglsy wonderful a games gameplay, graphics and vision may be, your incompetence for delivering a basic model of game that's stable has ruined yet another potential gem. Definitely given me the living experience... living in reality rather playing this bull**** game. Cheers."
1772,4,0.4859,"release, mission, buy, full, wait, content, episode, pay, money, go","Game takes steps fowards for the franchise, but even bigger steps back. 

The episodic model is so frustrating, as a diehard hitman fan I shouldn't have to wait so long to play the next chapter in the game I purchased. If this change was made to met deadlines, I would prefer waiting another year for the full finished product. So i can have a really enjoyable complete playthrough then go back to complete challenges.

Also i just went to play the game 4pm in the uk on a saturday. People are off work they want to relax during the day and play some games but they cant because the hitman server is being maintenanced. why at this time???

On the plus side the level design is larger and more detailed than ever before and there are loads of challenges for replayability."
1773,2,0.4718,"online, server, always, save, connection, offline, mode, lose, connect, need","Bought it, played one mission, got bug with all the challenges being unlocked. What's the point to play now?
On top of that, server is down for like 3 hours now and absolutely no comms from dev, no ETA, no nothing. GG

Always online, fun stuff."
1774,4,0.3967,"release, mission, buy, full, wait, content, episode, pay, money, go",I finally have time to play this sinlge player game but the server is down. servers me right for buying it.
1775,2,0.346,"online, server, always, save, connection, offline, mode, lose, connect, need","I read the reviews and figured that if the only real problem with the game was the always online DRM that it was worth a shot.

How wrong I was. I've played the game for a whopping one hour and already I've been unable to connect to the server twice and for some reason the server insists that I've unlocked all of the achievements and progression while still keeping me at level 0 and thus giving me no rewards for completing things.

It's ridiculous how poorly it works, I'm getting a refund and I suggest that if you are reading this and unsure about buying, wait until it's been fixed or goes on sale.

Edit: Bought the game from a source other than steam, can't get a refund. Still not been able to play the game for 2 weeks, only keep logging on sadly hoping the problem will get fixed."
1776,0,0.3833,"level, way, feel, mission, map, time, make, kill, blood, target","I guess anyone who ever played any Hitman game knows what to expect. On that part the game is quite alright but far from previous games. For example: grab a hammer, wrench or any other heavyweight tool and sneak up on someone, hit him/her and get an unconscious (!!!) NPC. Throwing a screwdriver (and not a big one that is) insta-kills. 
Episodic release of content isn´t the best thing to have, especially if you get bored playing the same level over and over again with minor changes to what you actually do. For the most part it is just a stupid waypoint hunt. 
Storywise I have no idea what the story is actually about, blame that on the episodic content release and ingame clues. Some of which you won´t understand or connect to other hints until you´ve heard it all
On the technical side it´s utter BS, settings don´t get saved, serverside savefiles prevent you from playing if the server is down. If it is not you might get totally spoiled by getting instant challenge unlocks on levels you haven´t even played.
Way to go SE...way to go...

I wouldn´t buy it again for that price.

edit/update: still no word about the challenge unlock ""issue"", it´s been [three] four weeks now and two failed fixing attempts, appart from some minor item unlocks that have been reversed the game is still in a unplayable state - way to go SE/IOI

DO NOT BUY!"
1777,1,0.5387,"even, fix, setting, performance, issue, fps, work, pc, beta, low","I can't recommend this game for PC. It's fun for what it is, but unless you're running a monster system, you won't be able to maintain the PC standard of 60 FPS. Because this game cannot run at 60 FPS reliably, I reccomend people to NOT buy it until Io-Interactive get their shit together.

Running the game on the lowest settings (Yes, everything set to low) - at 1080p: game sits around 40 FPS and drops to high twenties sometimes, resulting in horrendous stuttering.

Specs:
i5 3570k OC'd to 4.3 GHz
GTX 970
8GB of RAM
Installed on SSD

If I could get a refund, I would. A large majority of my time in this game has been spent tweaking settings trying to maintain 60 FPS."
1778,0,0.4953,"level, way, feel, mission, map, time, make, kill, blood, target","It seems more like an unfinished game than an episodic release game. The best part about all of the hitman games is having lots of missions and completing them however you like. In this release, because of the lack of content, your forced to replay the same mission over and over and kill targets in certain ways so you can get achievements and unlock more things to help kill the same target in more ways. It effectively takes away your choice of killing targets how you want to.

When you think of games that release episodically you think of telltale games, the amount of content and enjoyment you get out of each episode leaves you wanting more but satisfied with the amount you've been given and progressed in the story, no matter how hard you tried you still had to take atleast a day to get through the story and all the gameplay. With this game however, I completed the first episode entirely within 20 minutes, and then was given a small piece of story, a pat on the back and basically told to get more out of it I had to just replay the same level again and again.

All in all maybe this game will be worth it once it is fully released but as an episodic release title it sucks donkey onions"
1779,2,0.6398,"online, server, always, save, connection, offline, mode, lose, connect, need","Always online DRM. 
Deception regarding content releases and offline functionality.

Otherwise a fun game."
1780,1,0.4783,"even, fix, setting, performance, issue, fps, work, pc, beta, low","Game looks fun, but runs like crap even on a 1080. Wait until issues are fixed before even entertaining it


Now crashes on dx12 still after months....

poor"
1781,0,0.386,"level, way, feel, mission, map, time, make, kill, blood, target","Ok this is the worst hitman game in history.  Where to begin hmmm: Iwill start with movment of the characters in blood money was 100times better that this crap, then animation bugs, AI is shoothing you 2 and see you trough walls, On DX12 
game is crashing on windows 10 64bit pro so i have to play it on normal dx11 with full settings on by the way. The game is not optimize even for high end PC's alot of frame drops time to time, aiming with gun is terrible was much better in absolution, disguie system is still horrible i perfer blood money style but they wont listen anyway so whats the point + that episodic stuff is worst mistake they made. This is my opinion on the new hitman game. (I played trough every single hitman game cause this was the my fav game along the others in the list but i will have to cut it out from that list. If you need time to developed freaking game take it we will wait dont release it like half finish and filled with bugs and stupid AI."
1782,2,0.384,"online, server, always, save, connection, offline, mode, lose, connect, need","I really like this game. The gameplay is really great and level design is unique.

However I am now for some reason not able to launch the game at all and even when I was able to play it, there were many stability issues and I got really low/unstable framerates."
1783,0,0.4884,"level, way, feel, mission, map, time, make, kill, blood, target","I want to like this game. I really do... but the animation is choppy. I have tried to change it around... and something is off. I have only ever had one other game do this to me... so it isn't normal... but oh man... do I feel like I need to barf. I also don't like that they basically force you to play through the training mission multiple times before moving on. I'm probably going to go back and play Absolution, to be perfectly honest."
1784,4,0.3958,"release, mission, buy, full, wait, content, episode, pay, money, go","Hitman is fun. The varied ways to assassinate, the AI's, the game-play all feel like hitman. So what is bad about it?

My Gripes:
-Always Online Singleplayer game
-Launch schedule is done in episodes instead of a full $60 game
-Unoptimized, 40 fps in sections with lots of AI on the screen
-AI is very unpredictable in the bad way as they can be way TOO on edge

Although Hitman's release schedule makes no sense the $15 dollar price point isn't a bad way to get started. With it you can decide if you want to spend the extra money on missions, or just pass. Sure it's not the best but it's bad either. I recommend you pass on it now, or if you want to purchase the intro pack but be wary of the issues stated above."
1785,4,0.496,"release, mission, buy, full, wait, content, episode, pay, money, go",Better buy Hitman Absolution.
1786,4,0.3063,"release, mission, buy, full, wait, content, episode, pay, money, go","Now the game finally stops disconnecting for me, which is fantastic, I can actually play the game.
The performance is still shit for the most part, but whatever I can deal with lowering settings I guess it doesn't look ugly at all even then.
I have one final issue though.
.
""This game is developed by a team of multicutural and ethnically diverse background"" or something like that is said when the game is booted up.
Okay. Then why the actual fuck does everybody from France to Italy to Morroco speak English, with a distinctive standard American accent???!!!
.
Revamp the voice acting or this review stays downvoted, I'm sorry. Simply can't deal with it myself."
1787,3,0.3291,"run, crash, freeze, title, update, minute, driver, launch, stage, load","Its really sad cause i like the gameplay but the game is so poorly optimized, cant hold steady 60fps on medium settings with 970 and i5 4690k."
1788,1,0.4532,"even, fix, setting, performance, issue, fps, work, pc, beta, low","Fix the intermittent graphics
"
1789,4,0.7012,"release, mission, buy, full, wait, content, episode, pay, money, go","The piecemeal, episodic release format ruined this game for me. If they release titles like this in the future, I won't buy them. Go screw yourselves, Square Enix.."
1790,4,0.6117,"release, mission, buy, full, wait, content, episode, pay, money, go",PLEASE DON'T LAY THAT GAMES IS STUPID +$60
1791,0,0.2974,"level, way, feel, mission, map, time, make, kill, blood, target","Simplified Chinese language added, or Traditional Chinese language, because the Chinese people have a lot to play, hope to adopt as soon as possible comments."
1792,4,0.4757,"release, mission, buy, full, wait, content, episode, pay, money, go","This is NOT the Hitman I loved in Blood Money. I absolutely hate the episodic nature of the game release model. I thought graphically the game was OK, but gameplay-wise it was tough to get into."
