document_no,dominant_topic,topic_perc_contrib,keywords,text
325,1,0.5445,"run, work, fix, even, issue, try, make, problem, new, fps",makes my computer crash-uninstalled after a few hours
326,1,0.6361,"run, work, fix, even, issue, try, make, problem, new, fps","Here, buy our game. Now fix it yourself, granted if you even can get it fixed. Top notch."
327,1,0.4726,"run, work, fix, even, issue, try, make, problem, new, fps",There is typically a 50/50 chance of it freezing when loading. I'd avoid this port at all costs
328,3,0.4735,"horror, time, enemy, feel, level, look, go, make, shoot, really","The problem with games like FEAR, CS and COD are that they quickly devolve into corner/edge camping head shot mode, which is boring.

This is because of the limitations of the weapons arsenal. You only have weapons that shoot bullets in a straight line, so if someone decides to just sit at a point and camp a door or corner, they will always have a massive advantage. You basically only have to know at which height someone's head will show up when they come around a corner and shoot there. The only option an attacker has is to use grenades, which is lame.

Quake, Tribes and Unreal had already fixed this problem with better maneuvering, longer TTK, armor which protects against instant kill headshots, a much greater diversity of weapons and items like the shield gun and teleport gun. If someone is constantly hiding and camping one corner, you can get rid of him by using flak (which ricochets off walls and then still does damage, like the shotgun in T:V), shooting rockets or grenades at the area around his position (and you don't have just 3 grenades, you have a grenade gun with dozens of grenades), using shock rifle combo's or doing something like a shield gun jump to get behind him. This makes much more interesting engagements that aren't just about aiming at someone's head from a static position. As a result these games are much faster and more dynamic and essentially more game-like, and at some point it seems like people stopped wanting gamelike games, they started wanting movielike games with lots of interludes, realistic graphics and themes like World War X or cops. 

It seems very immature to me, and a crutch for video game makers to keep targeting  the same crowd of players because it's success guaranteed (except it won't last). The video game bizniz is only about 50 years old and PC FPS games at best 30, the surface has barely been scratched, many more things are possible but if you just keep making COD's and BF's then you'll never get there."
329,3,0.2936,"horror, time, enemy, feel, level, look, go, make, shoot, really","This game aged like bread.
Stale and uninspiring.
"
330,4,0.4985,"fear, buy, worth, well, even, great, sale, bundle, really, price","One of the greatest games of all time. Incredible blend of horror and first person shooting. But you can't buy them separately anymore, so you have garbage like FEAR 3 jacking up the price. For as long as I can remember FEAR being on steam, it was only $10 for the base game and both of it's expansions. I HIGHLY reccomend this game, but pick it up somewhere else unless this gets sorted out."
331,3,0.4821,"horror, time, enemy, feel, level, look, go, make, shoot, really","Frankly I don't think this one stands the test of time.  Terrible optimization, predictable jump scare, and a lot of the particle effects just obscure your vision.  A pretty fun game for the time, but certainly it suffers from over a decade of improvements to the genre.  I'd say take a pass on this one."
332,4,0.4045,"fear, buy, worth, well, even, great, sale, bundle, really, price","This game is amazing and still fun to play even 13 years later. But you're not able to buy the game for $10 like you used to be able to. Now you're forced to pay $55 to play the original even if you don't want the 2 sequels. Pretty awful of Warner Bros, but not surprising. Just find another means of finding and playing it whichever that may be. Don't support them for this horrible practice."
333,4,0.6152,"fear, buy, worth, well, even, great, sale, bundle, really, price","Game used to be seperate from the FEAR complete pack and was $10. Then warner bros made it only available in the complete pack for $55. You can make up you mind on if the sequels where good or not but making people pay for another 2 games to get the original is slimy. Don't buy this and don't support this practice.

Edit: GOG has the original game with its expansions for 9.99, so if your interested in buying just the first game I suggest you go there."
334,3,0.5362,"horror, time, enemy, feel, level, look, go, make, shoot, really","Everyone brags about how good the AI is supposed to be, but I found it as dumb as dishwater even on the harder difficulties. 
The game also isn't scary in the least bit unless you find jump scares horrifying, since it's atmosphere isn't eerie at all."
335,3,0.8105,"horror, time, enemy, feel, level, look, go, make, shoot, really","Revisited this to play the expansions. Might be being a bit harsh but found it doesn't really hold up, though the base game is a lot better than the expansions. It's lots of little things. The story is convoluted and put across poorly - the backstory looks interesting on the wiki but you'd never get that in game. The combat is formulaic, once you've seen how the AI behaves. The levels are unmemorable, repetitive and linear and the scare-combat-scare format becomes predictable. Movement isn't great and combat music is often used which removes any suspense (that enemy you just killed was the last one). Also random physics objects like trash on the ground are ridiculously noisy when you walk into them."
336,3,0.7666,"horror, time, enemy, feel, level, look, go, make, shoot, really","While it holds up for a game of it's time, it's not necessarily something I would immediately suggest to somebody just getting into first person shooters. Solid controls, intelligent AI and a handful of well done horror sequences are ultimately held down by repetitive level design, a convoluted story and a lack in feeling of player progress. 

Check it out if you're curious, but if you're on the fence your money might be better spent elsewhere.

5/10"
337,4,0.7579,"fear, buy, worth, well, even, great, sale, bundle, really, price","I got for £2.50 on sale

Was £9.99 RRP if I remember correctly

Is now £35.96

Forced to buy the bundle for one game that game out in 2005"
338,1,0.8853,"run, work, fix, even, issue, try, make, problem, new, fps","Great game, but it runs horribly on Windows 10. FPS declines over time (and requires numerous reboots), and it's fairly common to have a total freeze occur out of the blue, as well as random error codes that look like they're written in another language.

The game is 100% unplayable for me under a Windows 10 OS, as I've tested it on about 5 systems out of desperation. It's such a shame."
339,3,0.7372,"horror, time, enemy, feel, level, look, go, make, shoot, really","Okay if you're looking for a shooter game, bad if you're looking for a horror game. It has a good AI and good visuals for his time but those don't prevent you from getting bored after a short while."
340,2,0.5172,"story, scary, buy, way, series, boring, repetitive, whole, make, first","An overrated FPS with a slowmo mechanic. This game is so boring and so dull I can hardly even summon the energy to write a review for it.

4/7 – Ok
"
341,2,0.4944,"story, scary, buy, way, series, boring, repetitive, whole, make, first","Would be great if the multiplayer portion even worked at all. I mean, of course the multiplayer is going to be dead, but if it worked I could LAN with some friends but no."
342,3,0.7894,"horror, time, enemy, feel, level, look, go, make, shoot, really","The A.I. definitely holds up. Everything else, not so much.

Pros: 
- The A.I. puts even most modern games to shame. This makes the shootouts very engaging and tactical.
- The destruction physics, while dated, still create an impressive spectacle of dust, sparks and particles when shootouts escalate. 
- The gore effects are very punchy and satisfying, making the weapons feel powerful.
- The slo-mo power, despite nowadays having been done to death, is a satisfying and fun tool to use, and fits well with the tacticality of combat

Cons:
- Flat, bland, boxy, uninspired, dull and uninteresting environments all the way through. It says something that a parking garage is a breath of fresh air in terms of places to fight things in. 
- Inredibly repetitive gameplay: shootout, find thing to get past thing, creepy ambience, shootout, find thing to get past thing etc. The only break from this routine is an occasional sliver of exploration to find health and slo-mo upgrades.
- Lack of variety: there's only a few weapons in addition to three grenade types (one of which is next to useless), two of which you'll find ammo for so rarely they hardly matter anyway. The enemies stay essentially the same all the time with a couple of tougher minibosses you'll encounter from time to time.
- Dated mechanics: for example, despite this being a tactical shooter, aim is toggle-only. Since it's only a minor zoom-in and not an iron sights view, it can often be hard to discern whether you're zoomed in or not, which is a problem since being zoomed in affects your movement speed. No sprint function makes the movement feel sluggish in comparison to more modern shooters. Guns fire in bursts even if you only click the mouse button, and weapon recoil is very erratic. 
- The horror aspect is dated, and the horror and combat sections are completely separate from one another. It's also predictable (being often identified ahead of time with a signal of unknown origin), and relies in many places on cheap jump scares.
- The story is unengaging and relies mostly on voiceover instead of being woven into gameplay.
- The campaign is criminally short, clocking at under 7 hours on normal difficulty. 

Not recommended at full price. But definitely worth it if you spot it for $2.99 on a Steam sale."
343,3,0.8353,"horror, time, enemy, feel, level, look, go, make, shoot, really","I have never in any game, crawled through as many airducts as in FEAR. being that I am playing this game over 10 years after it was released. It's a bit dated but entirely playable. I could have used more cut screnes to keep me motivated. I began loosing interest as all the levels were the same. RUN THE MAZE! It geels a bit like RINGU/Silent Hill. Another ghost with long black hair that covers her face. Oh the horror."
344,2,0.4199,"story, scary, buy, way, series, boring, repetitive, whole, make, first","I got the ENTIRE [h1]F.E.A.R Franchise[/h1] for exactly [h1]$13.74[/h1] I would recommend this game for enjoying the old fps single player itch, but this new [h1][u]price hijacking[/u][/h1] @ [h1]$54.99[/h1] is utter and complete greedy B.S."
345,4,0.8012,"fear, buy, worth, well, even, great, sale, bundle, really, price","WB Interactive has raised the price to nearly sixy h*cking dollars. I'm not saying F.E.A.R. isn't worth $60, but please just get this from a Humble Bundle or something. OR, if you REALLY want to kick a completely braindead publisher in the pants, don your peg leg and eyepatch for an even better deal for yourself.
Awesome game, incredible series, truly awful publisher."
346,1,0.3379,"run, work, fix, even, issue, try, make, problem, new, fps","These games (Minus the 3rd and Perseus Mandate) are some of the best FPS games that have been made, FEAR is over 13 years old and it still hasn't been matched to this day, in terms of gameplay, detail and fun AI, that will call you out when you hide behind a vending machine.

FEAR 2 is a bit more cinimatic shootybang fest that IMO doesn't have the charm of the original, but is still worth a play.

FEAR 3 is, um, just not very good.

I highly reccomend all of them, except Perseus Mandate.

I DO NOT reccomend it at this price, which is why this is short and a negative review, get it on sale or from a website and you'll have a good few hours trekking through a game from a time where developers actually seemed to care about what they're making."
347,4,0.6645,"fear, buy, worth, well, even, great, sale, bundle, really, price","Old fps with great graphics but shit gameplay. Just like my pee pee, nice to look at, but not to touch."
348,4,0.6619,"fear, buy, worth, well, even, great, sale, bundle, really, price","FEAR USED to be $10-$20 (i got it about $5 or so on a steam sale) if i recall

now what the hell? its fucking $54 USD. 

Fuck you warner brothers you utter cheap bastards. no one is going a play a 13 year old game that is priced within recent AAA games. 

i dont care if it comes with all 3 FEARs (2 being mediocre and 3 being shit) all the DLC of the 3 games as standard. No one wants to play FEAR 2 or 3. 

Get it on GOG, G2A or Humble Bundle. Fuck elitism"
349,1,0.6632,"run, work, fix, even, issue, try, make, problem, new, fps","I imagine this game would be good, but using a 1080 i can only get a max of 13 fps even after disabling HIDs which apperentley is supposed to fix the issue.
"
350,3,0.5551,"horror, time, enemy, feel, level, look, go, make, shoot, really",0/10 can't shoot that fat fk by myself
351,4,0.7107,"fear, buy, worth, well, even, great, sale, bundle, really, price","[b][u]Bottom Line[/u]: Get this game, but from GOG.com, NOT on Steam![/b]

The fact that you can no longer buy this game separate on Steam makes this unreasonable to purchase at its current price (55$ as of writing). But you CAN get it on GOG.com separate from 2 & 3 -- I'd recommend getting it from there instead, but I had it a looong time before this stupidity showed up. This is someone (probably WB Interactive, but who really knows) being a jerk.

Ignoring the price, F.E.A.R. is an excellent FPS that any fan of the genre should get. The ""spooky"" elements are all jumpscares, and relatively simple ones at that, but the gameplay and the little tidbits of story you get as you progress more than make up for its tameness. The AI is excellent, and even today the graphics are solid -- maybe not beautiful, but they certainly look good for a nearly-13-year-old game.

The expansions are worth getting as well (most sites nowadays include them with the base game); while [i]Perseus Mandate[/i] is a separate ""ending"" from the rest and suffers for it (but retains the excellent gameplay), [i]Extraction Point[/i] is necessary for the full experience, I'd say."
352,1,0.7966,"run, work, fix, even, issue, try, make, problem, new, fps","Purchased this game in 2017, along with some extensions. I Installed it and got nothing but a blank, black screen. I then Uninstalled it and chalked it up as a sucks to be me moment. For the heck of it, I tried it again today, but the end result remains the same. Found similar events as mine in some reviews, but nothing as far as solutions. Again, it's a sucks to be me end result. Due to this problem, with no solutions, I cannot give a good review...(altho most who got a working game rave about it), so my recomendation is Buyer Beware, and Good Luck! It's only one of 88 games I've purchased, that has failed to deliver, so The averages are still on my side...it just disturbs me when I pay, in good faith,  for something that does not work at all..."
353,4,0.817,"fear, buy, worth, well, even, great, sale, bundle, really, price",Its terrible how they raised the price of a 13 year old game to 55 dollars right before the winter sale
354,4,0.6447,"fear, buy, worth, well, even, great, sale, bundle, really, price","Fear is not worth it anymore, played this with a gtx 780 and 4770k back in the day (later gtx 1080) and it stutters all over.

Yes there is controller support but you have to set every button etc, and even than it does not work right.

Turns out you can`t play this with logitech keyboard and mouse and this is true. 30fps standard (unplug bk+m and plug back in when game is running 100+ fps) Yea got no time for that, everytime i want to play this game.

On my laptop non-steam it worked great in 2007, not with this settup. (that is wy i got 0.4 hours) but 3th party site is no refund soooo yea.

not worth a buy in 2017-2018"
355,0,0.5643,"read, control, continue, head, huge, spook, borderline, grenade, pew, review",I have got a Game review for this game on my youtube channel called markchill2
356,4,0.5951,"fear, buy, worth, well, even, great, sale, bundle, really, price","The game used to be pretty cheap, then they raised the price right before the winter sale. Absolutely disgusting"
357,3,0.6757,"horror, time, enemy, feel, level, look, go, make, shoot, really","Sick game held back by Warner Bros.

Now where have I heard that before..."
358,1,0.6411,"run, work, fix, even, issue, try, make, problem, new, fps","Would somone explain with these older dx9 games, why they run amazing more a few minutes at a time then drop to 7 fps until restart?  Is it not using enough gpu and depending on cpu to run it?  Im not understanding because the same thing happened with Condemned."
359,3,0.6765,"horror, time, enemy, feel, level, look, go, make, shoot, really","While some of the effects are still pretty cool (lighting, shadows, ragdoll physics) It's just not enough to make up for its lacking gameplay and story. The game feels like I’m chugging along through a narrative mess, not knowing what I’m doing or why I’m here. It’s a long slog for no real reward. I have no idea if the game and its multiplayer was better or at least more ground breaking back in its day, but for me it seems to have aged poorly.

It's not a bad game, but it's not a great one either, at least in my eyes. I fail to see why people like it so much."
360,4,0.4537,"fear, buy, worth, well, even, great, sale, bundle, really, price","What the heck Warner Brothers? Making me buy all these games to play a classic? What a load of crap.

Addendum: 
This game is absolutely fantastic and a must play for any fans of the shooter genre. It's killer atmosphere and high intensity combat are bar none some of the best in videogame history. The graphics, animation, and sounds are all a bit dated, but only a bit. It still holds up against modern videogames. Nothing will compare to slide kicking some poor genetic freak causing their shins to shatter so painfully that they have a heart attack and die."
361,4,0.8004,"fear, buy, worth, well, even, great, sale, bundle, really, price","Game is great, but the fact that you can't buy it by itself and have to buy it with every other F.E.A.R. is just unacceptable. Just fucking pirate it at this point."
362,4,0.5099,"fear, buy, worth, well, even, great, sale, bundle, really, price","did you know this game used to be $9 on steam 
so what happend

2 words 
waner brothers 



get this game on GOG or the humble bundle 



other then that its a very good game"
363,3,0.7844,"horror, time, enemy, feel, level, look, go, make, shoot, really","If you're scared of loud noises and find A.I. that hide around a corner until you shoot them while they offer absolutely no resistance to be the greatest A.I. in FPS history then this might be a game for you.

Every horror element added to the game involves a jump scare and that's about it. Someone will appear before you and there will be a loud noise to ensure that you know you're supposed to be scared at that moment.

The storyline has about the same depth as the scares. It's fairly generic (even for the time that this was released) and by the end I just wished it would skip the story to get me through the game faster.

The game falls flat as horror

Now let's look at the FPS portion of the game. I will admit that by the end I had hoped that they would just give me more people to kill instead of the super scary scenes but that is not because the gunplay is fun. It's just less tiring than the scares.

There's nothing enjoyable about firing the guns in this game. They're fairly basic and sadly interchangeable. There was no gun I would hate to drop in favor of another. It just boiled down to bullet count. 

It's difficult to make a game shotgun not be fun to use, but by the gods, they managed it.

The hyped up A.I. I am finding it difficult to comment on. I played it for the first playthrough on the second to highest difficulty so this could completely change in the highest difficulty. Most every fight started out with me taking one of the enemies out and then the rest hiding around a corner before I did the same to them. The regular A.I. didn't seem terribly intelligent to me. Maybe mine were defective.

The game fell flat as a FPS.

TL;DR Jumpscares and boring gunfights do not make for a solid horror fps."
364,3,0.6433,"horror, time, enemy, feel, level, look, go, make, shoot, really",A horror shooter that is neither scary nor fun. Only worth your time if you love shooting ugly things for no reason
365,4,0.6337,"fear, buy, worth, well, even, great, sale, bundle, really, price","Incredible game, however at this point in time it appears Warner Bros wants to charge you 55 bucks to play it.

That's right, as of the 2017 Fall Sale, FEAR can only be purchased in a package with the rest of the (crappier) titles. So where does that leave the nostalgic fanboy who wants to play a kick-butt game from yesteryear? 

You're SOL buddy, dish out the 55 bucks and take all the crappy FEAR games or don't play at all.
Shameful, absolutely shameful. This is not how classics should be treated, FEAR remains constant on the lists of best FPS games on PC and is still played to this day in both SP and MP! 

10/10 game
10/10 developer (Monolith has made some awesome games)
0/10 publisher (Please stop fucking with classics WB, while you're at it why don't you sell the IPs for both Blood and RoadKill)"
366,2,0.5016,"story, scary, buy, way, series, boring, repetitive, whole, make, first",kinda boring but has a couple fun moments
367,1,0.4613,"run, work, fix, even, issue, try, make, problem, new, fps","I absolutely loved the first F.E.A.R game. It was scary, atmospheric and fun as hell! I never got to play Extraction Point before now, and I have to say that I'm sorely dissapointed. Not that I have actually played the game, but I have a good explanation for why.

The game runs horribly. Actually, it runs so bad that it's basically unplayable. I'll provide my specs so that you can clearly see that i should be able to play this game on maximum settings.

Opsystem - Win 10 Pro 64bit
CPU - Intel Core i7 2600k @ 3.40Ghz
RAM - 16gb Dual-Channel DDR3 @ 668MHz
Motherboard - ASUSTek SABERTOOTH P67
GPU - Asus R9 280X 3 GB
Storage - Corsair Force GS SSD

The fact that i can't even play the game I've wanted to play for so long isn't a nice feeling. I can't recommend a game that's not even playable, so stay away until someone comes up with a decent fix for the framerate."
368,2,0.6124,"story, scary, buy, way, series, boring, repetitive, whole, make, first","Not as scary or fun as I thought. Granted, this game is pretty old but there was more of just a typical FPS with some horror elements thrown in rather than a horror FPS. If I want fun & scary, I'll play Dead Space."
369,3,0.6115,"horror, time, enemy, feel, level, look, go, make, shoot, really","F.E.A.R. is billed as a horror game, but it's really more of a sci-fi run & gun in levels that are somehow both frustratingly labrynthine and completely linear at the same time. The main horror elements are ""spooky"" ambient music played too loud and with no regard for context, so many flickering lights it gave me a headache, and hallucinations from an antagonist who has no intention of actually harming you. The levels are so long, uninteresting, and repetitive that it was hard to maintain a desire to finish. The graphics are so-so for a mid-2000s game, the shooter mechanics are about as clunky as most shooters from a decade prior, and the ""horror"" elements are laid on so thickly and inelegantly as to be self-defeating.

Overall, a pretty mediocre game.


P.S. Ghost-mom did nothing wrong."
370,4,0.5554,"fear, buy, worth, well, even, great, sale, bundle, really, price",shitty optimization
371,2,0.6005,"story, scary, buy, way, series, boring, repetitive, whole, make, first","a boring repetitive shooter with mild horror elements and a story so utterly droll and forgettable I was just trying to force my way through to the next checkpoint. Nothing to see here except some mildly entertaining gunplay but if I want that I can go to call of duty so what does this game have? a creepy little girl. Weeeeeee, sounds like a blast. In a world of shooters so diverse, from playing in one brown and puke green landscape to... playing in ANOTHER brown and puke green landscape. This game truly stands out for being a shooter in a black building with a mysterious plot you will have to struggle to care about."
372,4,0.4741,"fear, buy, worth, well, even, great, sale, bundle, really, price","Only buy this IF you get it from sale Like I bought entire franchise from 75% sale.

Need to download a .DLL file to fix mouse acceleration and disble joystic from config.exe program. What could be added by the developers for the game to have within its files by default.

1 headshot one kill... ONLY if the guy was not alert of your exitence.
Shoot metat bars to the head? Not lethal enough to kill with a head shot.
Got a lazer sniper? Vaporized ONLY if you hit to the head.
Shotgun? OP af.
Anything else? Why bother even using unless you don't have bullets in anything better."
373,1,0.3648,"run, work, fix, even, issue, try, make, problem, new, fps","My hour and a half journey to try and make this game work.

At first the game crashed when starting the campaign, After messing with all possible causes as to why that would happened i tried reseting the game options by making a new profile in game, To my surprise the game actually started and i watched the first couple of cinematics, Foolishly thinking the problem was fixed i opened the options menu and not wanting to risk it only activated the subtitles and changed the controls, 30 seconds later the fucking thing crashed again.

When i reopened the game it couldn't access the save file i made, it was fucked, so i made yet another profile and started the game once more, skipped the cinematics and ONLY changed the controls, three keys i didn't like and the space bar because jump is unbound by default, 30 seconds later it fucking crashed again.

So i entered the game once more, made another profile and advanced through the first area, one minute in i ran into a blocked hallway which requires you to jump, So i opened the options and ONLY bound jump to the space bar, Right after i got past the blockage the game fucking crashed.

I can't get past the first hallway because jump is unbound, And if i bind it it fucks up my game. Unplayable.

Now i gotta tell who gifted me the game to refund it cause the shit doesn't fucking work."
374,2,0.5063,"story, scary, buy, way, series, boring, repetitive, whole, make, first","Don't waste your time and money for this game. It is monotonous, boring and lacks of content. There are like 2 weapons in the game and one type of enemy, everything else is really rare. All locations are the same - grey and booring. There is no story in the game, just some b-movie style cutscenes and voice in the radio. Doom 3 had more fun. Currency exchange rate graphs have more fun. Anything is more fun."
375,2,0.5298,"story, scary, buy, way, series, boring, repetitive, whole, make, first",most boring game ever played
376,3,0.7699,"horror, time, enemy, feel, level, look, go, make, shoot, really","I played FEAR 2 and 3 first and loved these games. 

I've been playing this game in hard and reached about 50%.

FEAR 1 is, in my opinion, a few tweaks away of being a 10/10 game.

-Almost all the weapons are burst fire(even a rocket launcher) WHY?!! And the burst is super inaccurate.
-The enemies have aimbot, literally. The weakest enemy in the game will shred you in seconds.
-The same enemy sometimes takes one headshot to die other times about 10.
-Enemies have WAY too much HP, feels like every enemy is a semi-boss.
-Turret sections are dumb, they don't have a puzzle or meaning, they're just you getting pounded hard.
-Lack of ammo for any weapon that isn't the SMG or the Assault Rifle later on.
-The optimization is garbage so the game will stutter on a Quad-SLI Titan Xp rig.
-The subtitles don't scale with the resolution so they are super small.
-The story is pretty broken.
-The level design is horrible, everything feels like a non-sensical maze and you have to walk around trying to find a small switch or air duct.
-There's a dumb black fog so sometimes for no reason you can't see 4 meters in front of you even with the flashlight.
-Enemies' arms are like jello, they bend and glitch in weird ways when shooting you while moving or dying.


There are pros like the amazingly programmed A.I. or the graphics. But overall, in 2017, I just can't recommend this."
377,3,0.4368,"horror, time, enemy, feel, level, look, go, make, shoot, really","It's good, but it's not THAT good, so here's my contrarian opinion. I do agree that the AI is great and the shooting feels pretty satisfying with the decent weapon line-up. However the environments are very dull, the level design in mundane, the movement speed is comically slow and the 'horror' element is honestly pathetic. Give it a try if you're curious, it's far from being poor; I just fundamentally disagree that it's an essential must-play FPS on the level of doom or duke nukem 3D. It just isn't."
378,4,0.4544,"fear, buy, worth, well, even, great, sale, bundle, really, price","If you have epilepsy, do not get this game. The gunfire is very intense."
379,3,0.8425,"horror, time, enemy, feel, level, look, go, make, shoot, really","It feels like an awkwardly blended bad Japanese horror film combined with a bad shooter game. While at first, the horror aspect is done pretty well, as the slow pace and atmosphere create a very horrific setting, eventually, the horror devolves into annoying shooting sequences where you basically can't move and just have to cover yourself from things flying at you in an open circle. The guns are awkward as all hell. Most of them are burst fire, which means if you hold the fire button, when you release it, you're typically going to waste a few bullets. Not that that should matter too much, considering how much ammo there is lying around for most guns. Most guns also don't feel like they do a whole lot of damage. A lot of people praise the AI in Fear, as they should. Not many shooter games have enemy squads that actually feel like...squads. They work together. They get mad at each other sometimes. They flank you, cover each other, spot light coming from your flashlight, and throw grenades, all of which would be good things, except grenades in single player shooters suck, especially when you run as slow as you do in this game, and being flanked is tough to deal with, because again, the movement speed is incredibly slow. As far as graphics go, it looks like if you decided to run a Source game in 4k. The story is confusing as all hell and ends awfully. My only consolation is that it was $5 for the bundle of the entire series"
380,1,0.6551,"run, work, fix, even, issue, try, make, problem, new, fps","game broken out of box for win7, saves do not work, profile not remembered, crashes after tutorial level (possibly due to save issues)
otoh the steam community has workarounds for most of the problems:
saves/profile/tutorial level end crash fixes:
http://steamcommunity.com/app/21090/discussions/0/352788917752963231/ see kwerganquark's post
speed?:
found the direct input dll Ｔｅｎｓｅｎｕｍａmentioned but don't have link handy

may change review to positive later if game is completeable"
381,4,0.5587,"fear, buy, worth, well, even, great, sale, bundle, really, price","Dont buy it!!
F.E.A.R. Extration Point mission ""The L"" have crtitical game crash that happend every time. This is not only my problems, check in steam forum for that. It is insulting to user to release game with crash that make it impossible to completing the game, special when it works years ago.
I hoping for some critical update but for real i don't think we will have any"
382,3,0.8182,"horror, time, enemy, feel, level, look, go, make, shoot, really","I originally played and completed F.E.A.R. shortly after the disc version originally launched years back.

I felt that F.E.A.R. was a combination of a cliche, creepy Japanese-style telekinetic murder girl, uninteresting characters, first person shooter gameplay with bullet time and melee combat since those were big at the time, a story where nothing happens except at the beginning and near the very end, and last but not least: possibly the most boring locations I've ever been to in a video game.

When I was younger, playing GoldenEye on my N64 for the tenth or so time, I remembered thinking to myself: ""Wow, part of what makes this game fun is just how many locations I get to go to! On top of a Russian dam for a few minutes, then inside it with secret evil plans, an arctic tundra, a missile base, a cruise ship, a jungle, an underground lair, a cave system, a communication cradle thingy, oh and the streets of Russia in a tank, the interior of a train, a Russian cemetery at night, a Russian police group thing's headquarters, and probably others I'm forgetting!

Wanna know where you go in F.E.A.R.? I would estimate that less than 25% - but I'll be liberal here and say 25% to the game's betterment) is warehouse and industrial properties in cities. 75% or so of the game takes place in an office building. Prepare to be walking around through office floors, hallways, meeting rooms, cafeterias, etc., for hours. There are a few robot enemies, and some invisible guys will attack you, and an occasional big guy who is tough to kill will show up, but the majority of the enemies are generic humn cloned soldiers. If not for the creepy Japanese horror girl, this game would be one of the most bland games in existence, because the locations did not interest me at all, and that is coming from an introvert who tends to love indoor areas in games, and enjoys offices even in real life.

Not only did I find the locations and enemies to be lackluster, but the story tried hard to be less interesting than the setting. Most of the game, nothing happens...your objective is ""Kill Paxton Fettel"" for almost the entire game, and they have the audacity to post that as your objective repeatedly in game. Imagine if you played a Batman game and they nagged you to ""catch the Joker!"" on every loading screen or every time you looked in the menu, for virtually the entire length of the game. You will be chasing Paxton Fettel for probably 90% of the game, and nothing really happens plot-wise of much relevance until you do get to him. To me, this game was bankrupt of plot, not bothering with it except to open and close the story on the game.

Considering the title acronym spells a word to invoke horror, the horror angle is obviously an important selling factor. The game has a few jump scares here and there, if that is your thing. As a shooter, F.E.A.R. is competent, but there are so many other shooters I had actual fun with. As a horror game, I jumped probably 3 to 5 times, as I recall. Nothing really terrified me or made me feel uncomfortable. If you want actual horror, I found Prey 2017 and Alien Isolation to both be games that unnerved me based on quality scares instead of spawning in a creepy Japanese murder girl with loud sounds because F.E.A.R. doesn't know how to do horror with tact, at least in my opinion.

There's not much left to say about F.E.A.R. It's basically devoid of anything I liked. The bullet time and melee were okay enough, but so many other games offer gameplay that is as good - if not better- and the other aspects of those other games such as interesting/likable characters, relevant events all throughout the game, objectives that change throughout the game, neat locations, etc. all entertained me far more than what F.E.A.R. had to offer. I cannot recommend F.E.A.R. as it is one of the most bland big-release gaming experiences I've ever had in my life."
383,1,0.7426,"run, work, fix, even, issue, try, make, problem, new, fps","this is a good game but a terrible port. i have an alien alpha i3 that surpasses its max requirements.
theres a bug in the games coding that makes the game laggy and needs to be fixed! but im not holding my breath because it seems like monolith doesnt support this game anymore.
"
384,3,0.8965,"horror, time, enemy, feel, level, look, go, make, shoot, really","As a late-comer to the game, it's hard for me to write a review that captures how I really feel about the game. It's an old game - it just is... But is this a bad thing? Well, for its time, it was quite revolutionary in its AI development, partical physics, subtle scare tactics complimenting in your face horror, and lighting effects. Playing in 2017, the graphical aspects weren't anything spectacular, but I didn't expect them to be - we've come a ridiculously long way since then lol The AI is something that people gush over allllll the time when they talk about the game, and I have to agree with them for the most part. Hearing the enemy communicate and act on commands and prompts was interesting and could definitely put you in a spot of trouble or help you catch a massive case of death. The sparse enemy variation means that you'll be able to figure out fairly quickly how enemies operate and be able to deal with them, but that doesn't mean they'll act the exact same way every fight. The gunplay isn't bad - double pistols is still double pistols (looks badass but isn't accurate in the slightest), shotguns blow up enemies at close range, and long range combat is appropriately difficult. All this being said, I wanted to like this game. I REEEEEALLY wanted to like it, but I just couldn't. Mostly because of the horror aspect. The game just isn't scary. Like in the slightest - not by today's standards, anyway. There's just too many ridiculously scary games out there - many of them probably taking notes from this game but with better hardware to power there spooky visions. The story of Alma and her quest for revenge is still and will always be bloody and tragic, but it's just not enough for a recommendation from me. If you're looking for a classic FPS that was an excellent stepping stone for its time, you've found it. If not and you're like me looking for a scary military FPS, then you'll probably feel about like I do."
385,3,0.8177,"horror, time, enemy, feel, level, look, go, make, shoot, really","+gunplay
+one of the best AIs I've ever seen

-I got really bored after seeing all the same looking offices, very unispiring, levels (design) didn't make sense (empty rooms/dead ends, weird non-sense hallways... designed by horrible ""architect"")...
-too long for my liking"
386,1,0.6795,"run, work, fix, even, issue, try, make, problem, new, fps","Great game, but doesnt function properly on laptops. a simple patch is much appreciated. Any HID Compliant devices cause this game to lag after ten minutes, often dropping to 24 fps regardless of settings."
387,2,0.5598,"story, scary, buy, way, series, boring, repetitive, whole, make, first","this game is really boring, the shooting is pretty dated but I understand this is a 2005 game, and it is not scary at all."
388,3,0.4247,"horror, time, enemy, feel, level, look, go, make, shoot, really","I first played this in 2007 and thought it was pretty great at the time.
Picked it up again in a steam sale and it has aged terribly. 
Awful writing, scripting, voice acting and incredibly repetitive gameplay make it annoying to play through.
AI and gunplay are good, especially for a 10 year old game, but not good enough to make me want to play through this dull cliche-fest again."
